,Hotel Name,Author,Country,Review
1,Daluyon Beach and Mountain Resort,Piotr, United States of America,"Liked · Everything place ,staff,food, only ifs far from city"
2,Daluyon Beach and Mountain Resort,Diego, Chile,"Liked · The staff is absolutely the most warm and welcoming we have ever experienced. They were up to everything to make our vacation the best.
The resort is right in front of the beach, has a great pool, massage parlor and many free and paid activities available
Restaurant, while a little expensive, was delicious!
Disliked · I think the WiFi could be a little better, it is way too slow
The rooms are very nice, with a cottage vibe. The bathrooms could be renovated tho. They are not bad, but they’re borderline."
3,Daluyon Beach and Mountain Resort,Ahmed, Saudi Arabia,"Liked · The location is beautiful. The view is amazing the beach is wonderful and the Ghawi boys are amazing ?. Specially, Joyce ,Abigail , Tricia, ?and ?Jimmy ? thank you all."
4,Daluyon Beach and Mountain Resort,Matt, United Kingdom,"Liked · -amazing remote location
-beautiful beach- best on Palawan in our opinion!

Disliked · Other guests could be heard at night on the beach as rooms aren't very soundproof."
5,Daluyon Beach and Mountain Resort,Samik, Japan,Liked · Access to beach and privacy was excellent
6,Daluyon Beach and Mountain Resort,Daria, Philippines,"Liked · Amazing location. Hospitable staff.

Disliked · On a second day of my stay I got strange bug’s bite. it was extremely itchy and I have red marks from these bites for 2 weeks already.
maybe hotel could provide some lotion to protects from it"
7,Daluyon Beach and Mountain Resort,Mustafa, United Kingdom,"Liked · Positive and negative reviews...the staff were always polite, friendly and went above and beyond when my son was sick.
The beach was clean. Water clear. Around 10 minute walk to shops at the boat port. No other local restaurants nearby.
We had a massage by  which was amazing.

Disliked · The food was quite limited, we stayed there for a week. There was no kids menu, and we had to request for them to make some things so my child could have varied meals."
8,Daluyon Beach and Mountain Resort,Harriz, United Kingdom,"Liked · Could not be happier with our stay here. Sheer luxury with attentive staff, huge comfy bed in a clean and spacious room. Incredible view from the balcony. Beach all to ourselves, cocktails whilst swimming in the pool, delicious food, free breakfast, a wonderfully romantic getaway resort and I can't wait to return. There's a town nearby with shops and food options as well as boats to the underground river. Very happy with our stay.

Disliked · The WiFi connection was unreliable and the TV wasn't connected to the internet but we weren't there to watch TV so not a big problem for us. If ordering room service you may have a few furry dog friends hanging around but if you like animals this isn't a problem they're just cute and hungry."
9,Daluyon Beach and Mountain Resort,David, United Kingdom,"Liked · Room and beach view

Disliked · Staff's misleading information regarding the commute with main cities of the island . They tried to convince us that the is no local commute so we pay extra for their privet transfers."
10,Daluyon Beach and Mountain Resort,Damhnaic, United Kingdom,Liked · A perfect location with all the facilities one could ask for. The villas were stunning and the restaurant food excellent along with the great staff.
11,Daluyon Beach and Mountain Resort,Mario, United States of America,"Liked · Great destination, staff superb, clean facilities, location next to underground river and zip line, just a wonderful experience. The resort has a small number of cottages which make it perfect, not overcrowded. The landscape all around is artistically designed and well manicured. Security 24/7. Have I mentioned the staff was superb? No hidden fees, my bill was correct down to the peso.

Disliked · A minor dislike, but not a reason for not coming back, was that the sea is ten steps away and no fish (seafood)on the menu. The restaurant should have been heavy on grilled fish(es), shrimp, calamari, squid, etc."
