,Hotel Name,Author,Country,Review
1,Two Seasons Coron Bayside Hotel,Similey, United Arab Emirates,"Liked · Facilities were great, staff super Friendly and helpful. The room was amazing. The views superb the food excellent and the pool perfect."
2,Two Seasons Coron Bayside Hotel,Chia-i, Australia,Liked · Hotel is very close to the port and a mere 5-10min to town. The hotel staff were all very hospitable and quick to provide service whenever we asked. Room service was excellent and the panoramic views from the room were exquisite.
3,Two Seasons Coron Bayside Hotel,Kim, Sweden,"Liked · Every personal have been very polite whenever we pass them by. Very clean and tidy hotel. Basically, everything else was good.

Disliked · The prices on their restaurant is too expensive. Due to the price we looked for more local restaurants since its much cheaper but overall the food is very good from the restaurant in the hotel."
4,Two Seasons Coron Bayside Hotel,Jennylyn, United States of America,"Liked · The staff was professional and very welcoming to guest. The service and breakfast was very good.

Disliked · The room was clean, however there was a little bit of musty smells."
5,Two Seasons Coron Bayside Hotel,Helen, Canada,"Liked · Everyone from the frontline, housekeeping, room service, restaurant. My daughter & I appreciated the service and the hospitality and the food and drinks and all that , our time at your hotel made us feel welcome and happy"
6,Two Seasons Coron Bayside Hotel,Kristin, United States of America,Liked · The staff were some of the friendliest people we have ever met. All staff members made us feel so welcome and helped us book our accommodations such as transportation and excursions. We also truly enjoyed the food at BAYA Resto Lounge. The location is also perfect! We had the most amazing stay here. Two Seasons Coron Bayside exceeded our expectations. Thank you for making our trip truly unforgettable.
7,Two Seasons Coron Bayside Hotel,Howarth, United Kingdom,"Liked · Stunning views from the pool area which looks over the sea/islands. Convenient location next to the ferry port if you wanted to travel elsewhere. Pool, gym & rooms are excellent - good water pressure in the shower. Exceptional staff who cannot do enough for you - super helpful when booking a tricycle and trips! Amazing food in the restaurant with attentive staff. Cannot recommend this hotel enough!

Disliked · Our room did not overlook the bay which we would have preferred & it’s about 1k from the shops (not many)."
8,Two Seasons Coron Bayside Hotel,Delight, United States of America,Liked · Staff are incredibly polite
9,Two Seasons Coron Bayside Hotel,Widad, United Arab Emirates,"Liked · Very well located with an amazing view on the bay. The restaurant, the room, the staff, the pool, all was great."
10,Two Seasons Coron Bayside Hotel,Maria, Canada,"Liked · Panoramic suite is amazing
Disliked · My flight with airswift was cancelled because of maintenance repair . If the plane prior to us had to make an emergency landing cuz the propeller busted and was not working , I think there was warrant for airswift to do maintentence repair with all the planes . In saying this we weren’t able to go to coron because all flights were grounded for 5 days. I had payed already for the panoramic suite the day our flight was cancelled hence we missed one night stay . Despite airswift giving us a certificate of cancellation and providing receipts we had payed for our night stay , the hotel refused to give a refund which was totally disappointing and disgusting cuz it was not our fault . You would thing they would be understanding and give refund … I was wrong. I totally enjoyed our only night stay the day we were able to get to stay which was the next day . Hotel is very nice but because of this experience I will not stay there again . We’ve booked in hotels with no problems of refunds when flights were cancelled . It was a very frustrating event ."
11,Two Seasons Coron Bayside Hotel,Hogben, United States of America,"Liked · The hotel is really clean and after spending three nights in a place that did not have air conditioning, it was a luxurious change."
12,Two Seasons Coron Bayside Hotel,Annalyn, United States of America,"Liked · the property itself is classic

Disliked · the location is surrounded by unattractive neighborhood"
