,Hotel Name,Author,Country,Review
1,Buko Beach Resort,Shany, Israel,"Liked · It’s a very intimate place which is exactly what we looked for (there are only a few cabins). You have all the facilities you need for a perfect stay and a private beach where u can enjoy El Nido’s beautiful sunset.
I must mention the staff , they were sooo helpful with everything and extremely nice. If we come again,we definitely choose Buko again.

Disliked · We ate dinner at the resort’s restaurant the service and atmosphere were great but the food was average."
2,Buko Beach Resort,Jeckoy, United States of America,Liked · The staff were the best - very welcoming to my family and accommodated our needs. They even did something special for someone's birthday in my family. The Grand Villa was incredible and the location is right off the beach to watch the beautiful sunsets from Corong Corong. The breakfast and restaurant food was very delicious too! Highly recommend this place.
3,Buko Beach Resort,Mary, United States of America,"Liked · Intimate, close proximity to most things, great facility, lovely staff"
4,Buko Beach Resort,Andrew, United States of America,Liked · it’s right on the beach and it’s just overall so magical
5,Buko Beach Resort,Nicola, United Kingdom,"Liked · I couldn't speak more highly of this place and its staff. The staff were simply incredible. Always friendly and went out of their way for us, probably daily, to ensure we had zero stress and felt incredibly special. Very promptly answered WhatsApp messaging service so we literally didn't have to lift a finger.... genius!
The in room massages were out of this world good. Food fantastic. Pool spotless. Huts well set out and very comfortable Sunset views stunning. Seamless transfers organised in complete luxury for our drive to Puerto Princesa
Not to mention the very special surprise we had waiting for us in our room to congratulate us on our honeymoon when we got there. Signed by all the staff
Thank you to everyone at Buko Beach Resort for getting our honeymoon off to such a memorable and special start.... we WILL be back ??"
6,Buko Beach Resort,Kim, Sweden,Liked · Everything was great. helpful staff and the bungalow was really good. Comfortable bed and a great shower Area. The pictures don’t lie
7,Buko Beach Resort,Glai, Philippines,"Liked · they are very organize and hospitable, like they already forseen what you need, kudos to Rose-Ann, the friendly bartender at the bar, you made our day!, we stayed there for 2 nights, it was a relaxing time as we finished all our island activities, my Bf wants to stay in a nice room cause he checked the weather forecast and it will rain for the next days. I was looking for this resort for a week, hesitant cause still pricey but well it was worth it with the service and the place was really relaxing. We are both easily get bitten by mosquito, it’s just us so tht was our concern but they had the repellant everywhere, from the room and outside the property so it was good. The food was exceptionally great, my partner is a bit picky but in Buko beach he ate everything what’s on plate. I definitely recommend it if you want a relaxing moment."
8,Buko Beach Resort,Carlos, Colombia,"Liked · everything was great, the staff was fantastic !"
9,Buko Beach Resort,Mihai, Romania,Liked · Everything was amazing! It was the best experience!
10,Buko Beach Resort,Shauna, United States of America,"Liked · Absolutely exceptional!!!
I cannot express how truly incredible my husband and my stay was.
First off, the resort: just paradise! The cottages are beautiful, comfortable, have great AC, pool overlooking the beautiful beach, everything is so stunning and perfect. Quick ride less than 10 mins to El Nido town.
The restaurant: we ate here almost every meal and loved everything we had!
The staff: ABOVE AND BEYOND! Staff treated us like family, helped us take care of literally everything we could need. Without going into too much detail, my husband and I are from the United States and were in a motorbike accident which he got cut very badly in the leg. On our tricycle ride to the emergency clinic, we had them stop at Buko so I could run and grab money. Stephanie at the front desk ran back up to the tricycle with me and came to help us get to the clinic and made sure the driver waited there to take us back once my husband was treated. She insisted on staying to make sure everything went okay. Once back at the resort, Stephanie, Esmeralda, and the rest of the staff wwent absolutely leaps and bounds beyond any care and hospitality we would have expected. I am honestly brought to tears thinking of how cared for we felt during such a scary experience.
Oh and we were here for my birthday as well and everyone made me feel so special when they found out!
I am so excited to come back to Buko (with some friends as well next time!) and I cannot reccomend this amazing resort enough. We have traveled quite a bit and can honestly say we have NEVER been treated as well as we were at Buko Beach Resort."
